Algorithm,Version,Iterations,Threads,Serial_Time,Parallel_Time,Speedup,Efficiency_%,Avg_PI,Std_PI
Needles,OMP_Optimized,1000000,8,0.024786,0.0052636666666666665,4.708884807801913,58.86106009752391,3.13938722,0.0
Needles,OMP_Static,1000000,2,0.024786,0.016837666666666667,1.4720566982756913,73.60283491378456,3.10988305,0.0
Needles,OMP_Static,1000000,4,0.024786,0.0059440000000000005,4.169919246298788,104.2479811574697,3.1265535099999995,0.0
Needles,OMP_Static,1000000,8,0.024786,0.005709333333333334,4.341312470808033,54.26640588510041,3.13563667,0.0
Needles,OMP_Basic,10000000,2,0.242156,0.09173100000000001,2.6398491240692894,131.99245620346446,3.13844185,0.0
Needles,OMP_Basic,10000000,4,0.242156,0.064784,3.737898246480613,93.44745616201533,3.14049047,0.0
Needles,OMP_Basic,10000000,8,0.242156,0.04801633333333333,5.04320057758124,63.040007219765506,3.14576203,0.0
Needles,OMP_Dynamic,10000000,2,0.242156,0.08867766666666665,2.730743930264291,136.53719651321455,3.1444493000000002,0.0005339267755975988
Needles,OMP_Dynamic,10000000,4,0.242156,0.04968633333333333,4.8736943089649065,121.84235772412266,3.1400979166666665,0.009287350514567074
Needles,OMP_Dynamic,10000000,8,0.242156,0.04144366666666666,5.843015820672239,73.03769775840298,3.113663303333334,0.011799400415513969
Needles,OMP_Guided,10000000,2,0.242156,0.08872633333333334,2.729246108821507,136.46230544107536,3.1424614233333332,0.0031562877106234466
Needles,OMP_Guided,10000000,4,0.242156,0.04933866666666666,4.908036968976328,122.7009242244082,3.136601106666667,0.025966341823863693
Needles,OMP_Guided,10000000,8,0.242156,0.04115966666666667,5.883332388503308,73.54165485629134,3.123327293333334,0.00496768606568831
Needles,OMP_Optimized,10000000,2,0.242156,0.130208,1.8597628409928733,92.98814204964366,3.1406783600000003,0.0
Needles,OMP_Optimized,10000000,4,0.242156,0.06892933333333333,3.5131052091997605,87.82763022999401,3.14098664,0.0
Needles,OMP_Optimized,10000000,8,0.242156,0.045353,5.339360130531608,66.7420016316451,3.14166161,0.0
Needles,OMP_Static,10000000,2,0.242156,0.09186433333333333,2.6360176056721327,131.80088028360663,3.13844185,0.0
Needles,OMP_Static,10000000,4,0.242156,0.055746,4.343917052344564,108.59792630861409,3.14049047,0.0
Needles,OMP_Static,10000000,8,0.242156,0.048107333333333335,5.033660841728912,62.9207605216114,3.14576203,0.0
